Abbey Gargoyles;Creature — Gargoyle;W;Fifth Edition (Uncommon)/Homelands (Uncommon)/Masters Edition II (Uncommon);0
Dragon Whelp;Creature — Dragon;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Time Spiral "Timeshifted" (Special)/From the Vault: Dragons (Rare)/Magic 2010 (Uncommon)/Archenemy (Uncommon)/Duel Decks: Knights vs. Dragons (Uncommon)/Magic: The Gathering-Commander (Uncommon)/Commander Anthology (Uncommon)/Dominaria United (Uncommon)/Dominaria Remastered (Uncommon);0
Drain Life;Sorcery;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Mirage (Common)/Beatdown Box Set (Common);0
Drain Power;Sorcery;U;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Masters Edition IV (Rare);0
Dread Wight;Creature — Zombie;B;Ice Age (Rare)/Masters Edition IV (Uncommon);0
Dream Coat;Enchantment - Aura;U;Legends (Uncommon);0
Dreams of the Dead;Enchantment;U;Ice Age (Uncommon)/Masters Edition II (Rare);0
Drift of the Dead;Creature — Wall;B;Ice Age (Uncommon)/Masters Edition II (Common);0
Drop of Honey;Enchantment;G;Arabian Nights (Rare)/Masters Edition IV (Rare);0
Drought;Enchantment;W;Ice Age (Uncommon);0
Drowned;Creature - Zombie;U;The Dark (Common)/Masters Edition IV (Common);0
Drudge Skeletons;Creature — Skeleton;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Uncommon)/Tenth Edition (Uncommon)/Starter 2000 (Common)/Magic 2010 (Common)/Duel Decks: Garruk vs. Liliana (Common)/Duel Decks Anthology, Garruk vs. Liliana (Common);0
Drudge Spell;Enchantment;B;Homelands (Uncommon);0
Dry Spell;Sorcery;B;Classic Sixth Edition (Common)/Homelands (Common)/Portal (Uncommon)/Masters Edition II (Common);0
Durkwood Boars;Creature - Boar;G;Fourth Edition (Common)/Fifth Edition (Common)/Legends (Common)/Starter 1999 (Common)/Starter 2000 (Common);0
Dust to Dust;Sorcery;W;Fifth Edition (Uncommon)/The Dark (Common)/Masters Edition (Common)/Masters Edition IV (Uncommon);0
Dwarven Armorer;Creature — Dwarf;R;Fallen Empires (Rare);0
Dwarven Armory;Enchantment;R;Ice Age (Rare);0
Dwarven Catapult;Instant;R;Fifth Edition (Uncommon)/Fallen Empires (Uncommon)/Masters Edition (Uncommon);0
Dwarven Demolition Team;Creature — Dwarf;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Eighth Edition (Uncommon);0
Dwarven Hold;Land;C;Fifth Edition (Rare)/Fallen Empires (Rare);0
Dwarven Lieutenant;Creature — Dwarf Soldier;R;Fallen Empires (Uncommon);0
Dwarven Pony;Creature — Horse;R;Homelands (Rare);0
Dwarven Ruins;Land;C;Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Fallen Empires (Uncommon)/Beatdown Box Set (Uncommon)/Masters Edition II (Uncommon);0
Dwarven Sea Clan;Creature — Dwarf;R;Homelands (Rare);0
Dwarven Soldier;Creature — Dwarf Soldier;R;Fifth Edition (Common)/Fallen Empires (Common)/Masters Edition (Common);0
Dwarven Song;Instant;R;Legends (Uncommon);0
Dwarven Trader;Creature — Dwarf;R;Homelands (Common);0
Dwarven Warriors;Creature — Dwarf Warrior;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common);0
Dwarven Weaponsmith;Creature — Dwarf Artificer;R;Revised Edition (Uncommon)/Antiquities (Uncommon);0
Dystopia;Enchantment;B;Alliances (Rare)/Masters Edition II (Rare);0
Earth Elemental;Creature — Elemental;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Tenth Edition (Uncommon)/Starter 1999 (Uncommon)/Iconic Masters (Common)/Battlebond (Common);0
Earthbind;Enchantment — Aura;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common);0
Earthlink;Enchantment;B/G/R;Ice Age (Rare)/Masters Edition II (Rare);0
Earthlore;Enchantment — Aura;G;Ice Age (Common);0
Earthquake;Sorcery;R;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Portal (Rare)/Portal Second Age (Rare)/Magic 2010 (Rare)/Magic: The Gathering-Commander (Rare)/Commander 2015 (Rare)/Commander Anthology (Rare)/Commander 2017 (Rare)/Commander Anthology 2018 (Rare)/The Lord of the Rings: Tales of Middle Earth Commander (Rare);0
Eater of the Dead;Creature - Horror;B;The Dark (Uncommon)/Masters Edition (Uncommon);0
Ebon Praetor;Creature — Avatar Praetor;B;Fallen Empires (Rare)/Masters Edition II (Rare);0
Ebon Stronghold;Land;C;Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Fallen Empires (Uncommon)/Beatdown Box Set (Uncommon)/Masters Edition II (Uncommon)/Premium Deck Series: Graveborn (Uncommon);0
Ebony Horse;Artifact;C;Revised Edition (Rare)/Fourth Edition (Rare)/Arabian Nights (Rare)/Masters Edition IV (Common);0
Ebony Rhino;Artifact Creature — Rhino;C;Homelands (Common)/Masters Edition IV (Common);0
El-Hajjâj;Creature — Human Wizard;B;Revised Edition (Rare)/Fourth Edition (Rare)/Arabian Nights (Rare);0
Elder Druid;Creature — Elf Cleric Druid;G;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Ice Age (Rare);0
Elder Land Wurm;Creature — Dragon Wurm;W;Fourth Edition (Rare)/Legends (Rare)/Masters Edition (Uncommon);0
Elder Spawn;Creature - Spawn;U;Legends (Rare);0
Electric Eel;Creature - Fish;U;The Dark (Uncommon);0
Elemental Augury;Enchantment;U/B/R;Ice Age (Rare)/Masters Edition II (Rare);0
Elephant Graveyard;Land;C;Arabian Nights (Rare)/Masters Edition IV (Uncommon);0
Elkin Bottle;Artifact;C;Fifth Edition (Rare)/Ice Age (Rare)/Masters Edition II (Rare);0
Elven Fortress;Enchantment;G;Fallen Empires (Common);0
Elven Lyre;Artifact;C;Fallen Empires (Rare)/Masters Edition II (Common);0
Elven Riders;Creature - Elf;G;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Legends (Rare)/Onslaught (Uncommon)/Tenth Edition (Uncommon);0
Elves of Deep Shadow;Creature - Elf Druid;G;The Dark (Uncommon)/Ravnica: City of Guilds (Common)/Masters Edition III (Common)/Duel Decks: Izzet vs. Golgari (Common)/Guild Kit: Golgari (Common);0
Elvish Archers;Creature — Elf Archer;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare);0
Elvish Bard;Creature — Elf Shaman Bard;G;Ninth Edition (Uncommon)/Alliances (Uncommon);0
Elvish Farmer;Creature - Elf;G;Fallen Empires (Rare)/Masters Edition II (Rare);0
Elvish Healer;Creature - Elf Cleric;W;Ice Age (Common);0
Elvish Hunter;Creature — Elf Archer;G;Fallen Empires (Common)/Masters Edition II (Common);0
Elvish Ranger;Creature — Elf Ranger;G;Alliances (Common)/Portal (Common)/Masters Edition II (Common);0
Elvish Scout;Creature — Elf Scout;G;Fallen Empires (Common);0
Elvish Spirit Guide;Creature — Elf Spirit;G;Alliances (Uncommon)/Masters Edition II (Uncommon)/Dominaria Remastered (Uncommon);0
Emerald Dragonfly;Creature - Insect;G;Legends (Common)/Chronicles (Common);0
Enchanted Being;Creature — Human;W;Legends (Common);0
Enchantment Alteration;Instant;U;Legends (Common)/Urza's Saga (Uncommon)/Chronicles (Uncommon);0
Enduring Renewal;Enchantment;W;Ice Age (Rare)/Time Spiral "Timeshifted" (Special);0
Energy Arc;Instant;U/W;Alliances (Uncommon)/Masters Edition (Uncommon);0
Energy Flux;Enchantment;U;Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Antiquities (Uncommon)/Mercadian Masques (Uncommon)/Masters Edition IV (Uncommon);0
Energy Storm;Enchantment;W;Ice Age (Rare)/Masters Edition II (Rare);0
Energy Tap;Sorcery;U;Fourth Edition (Common)/Legends (Common);0
Enervate;Instant;U;Fifth Edition (Common)/Ice Age (Common)/Masters Edition II (Common);0
Enslaved Scout;Creature — Goblin Scout;R;Alliances (Common);0
Equinox;Enchantment — Aura;W;Legends (Common);0
Erg Raiders;Creature — Human Warrior;B;Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Arabian Nights (Common)/Masters Edition (Common)/Masters 25 (Common);0
Erhnam Djinn;Creature — Djinn;G;Arabian Nights (Rare)/Judgment (Rare)/Chronicles (Uncommon)/Beatdown Box Set (Uncommon)/Vintage Masters (Uncommon);0
Eron the Relentless;Legendary Creature — Human Rogue;R;Homelands (Uncommon)/Time Spiral "Timeshifted" (Special);0
Erosion;Enchantment - Aura;U;Fourth Edition (Common)/The Dark (Common);0
Errand of Duty;Instant;W;Alliances (Common)/Masters Edition II (Uncommon);0
Errant Minion;Enchantment — Aura;U;Ice Age (Common);0
Errantry;Enchantment — Aura;R;Fifth Edition (Common)/Ice Age (Common)/Masters Edition II (Common);0
Essence Filter;Sorcery;G;Ice Age (Common)/Masters Edition II (Uncommon);0
Essence Flare;Enchantment — Aura;U;Ice Age (Common)/Masters Edition II (Common);0
Essence Vortex;Instant;U/B;Ice Age (Uncommon);0
Eternal Flame;Sorcery;R;The Dark (Rare);0
Eternal Warrior;Enchantment - Aura;R;Fourth Edition (Common)/Fifth Edition (Common)/Legends (Uncommon);0
Eureka;Sorcery;G;Legends (Rare)/Masters Edition (Rare)/Vintage Masters (Mythic Rare);0
Evaporate;Sorcery;R;Homelands (Uncommon);0
Evil Eye of Orms-by-Gore;Creature — Eye;B;Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Legends (Uncommon)/Time Spiral "Timeshifted" (Special)/Dominaria Remastered (Common);0
Evil Presence;Enchantment — Aura;B;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Masters Edition III (Common)/New Phyrexia (Common);0
Exile;Instant;W;Classic Sixth Edition (Rare)/Alliances (Rare)/Masters Edition (Common)/Vintage Masters (Common);0
Exorcist;Creature - Human Cleric;W;The Dark (Rare)/Masters Edition III (Uncommon);0
Eye for an Eye;Instant;W;Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Arabian Nights (Uncommon)/Masters Edition IV (Rare);0
Faerie Noble;Creature — Faerie Noble;G;Homelands (Rare)/Masters Edition III (Uncommon);0
Fallen Angel;Creature — Angel;B;Fifth Edition (Uncommon)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Eighth Edition (Rare)/Legends (Uncommon)/Chronicles (Uncommon)/Beatdown Box Set (Rare)/Duel Decks: Divine vs. Demonic (Rare)/Magic: The Gathering-Commander (Rare)/Duel Decks Anthology, Divine vs. Demonic (Uncommon)/Commander Anthology (Rare)/Masters 25 (Uncommon);0
Falling Star;Sorcery;R;Legends (Rare);0
False Demise;Enchantment — Aura;U;Alliances (Common)/Mercadian Masques (Uncommon);0
False Orders;Instant;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common);0
Fanatical Fever;Instant;G;Ice Age (Uncommon);0
Farmstead;Enchantment - Aura;W;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare);0
Farrel's Mantle;Enchantment — Aura;W;Fallen Empires (Uncommon)/Masters Edition II (Uncommon);0
Farrel's Zealot;Creature — Human;W;Fallen Empires (Common)/Masters Edition II (Uncommon);0
Farrelite Priest;Creature — Human Cleric;W;Fallen Empires (Uncommon);0
Fastbond;Enchantment;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition IV (Rare)/Vintage Masters (Mythic Rare);0
Fasting;Enchantment;W;The Dark (Uncommon);0
Fatal Lore;Sorcery;B;Alliances (Rare);0
Fear;Enchantment — Aura;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Common)/Ice Age (Common)/Tenth Edition (Common);0
Feast of the Unicorn;Enchantment — Aura;B;Classic Sixth Edition (Common)/Homelands (Common);0
Feast or Famine;Instant;B;Alliances (Common)/Masters Edition (Common)/Duel Decks: Izzet vs. Golgari (Common);0
Feedback;Enchantment — Aura;U;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon);0
Feint;Instant;R;Legends (Common);0
Feldon's Cane;Artifact;C;Fifth Edition (Uncommon)/Antiquities (Uncommon)/Time Spiral "Timeshifted" (Special)/Chronicles (Common);0
Fellwar Stone;Artifact;C;Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Ninth Edition (Uncommon)/The Dark (Uncommon)/Masters Edition III (Common)/Magic: The Gathering-Commander (Uncommon)/Commander 2015 (Uncommon)/Commander 2016 (Uncommon)/Commander 2017 (Uncommon)/Commander Anthology 2018 (Uncommon)/Adventures in the Forgotten Realms Commander (Uncommon)/Kamigawa: Neon Dynasty Commander (Uncommon)/Streets of New Capenna Commander (Uncommon)/Commander Legends: Battle for Baldur's Gate (Uncommon)/Dominaria United Commander (Uncommon)/The Brothers' War Commander (Uncommon)/Phyrexia: All Will Be One Commander (Uncommon)/March of the Machine Commander (Uncommon)/Commander Masters (Uncommon)/Wilds of Eldraine Commander (Uncommon)/Murders at Karlov Manor Commander (Uncommon)/Outlaws of Thunder Junction Commander (Uncommon)/Bloomburrow Commander (Uncommon);0
Feral Thallid;Creature — Fungus;G;Fallen Empires (Uncommon)/Masters Edition II (Common);0
Feroz's Ban;Artifact;C;Fifth Edition (Rare)/Seventh Edition (Rare)/Homelands (Rare);0
Festival;Instant;W;The Dark (Common);0
Fevered Strength;Instant;B;Alliances (Common)/Masters Edition III (Common);0
Field of Dreams;World Enchantment;U;Legends (Rare);0
Fiery Justice;Sorcery;R/G/W;Ice Age (Rare)/Time Spiral "Timeshifted" (Special)/Commander 2013 Edition (Rare)/Modern Masters 2017 Edition (Rare)/Double Masters 2022 (Rare);0
Fire Covenant;Instant;R/B;Ice Age (Uncommon)/Masters Edition (Uncommon);0
Fire Drake;Creature - Drake;R;Fifth Edition (Uncommon)/The Dark (Uncommon)/Chronicles (Uncommon)/Masters Edition III (Common);0
Fire Elemental;Creature — Elemental;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Seventh Edition (Uncommon)/Starter 1999 (Uncommon)/Magic 2013 (Common)/Dominaria (Common)/Core Set 2019 (Common)/Core Set 2020 (Common);0
Fire Sprites;Creature - Faerie;G;Legends (Common)/Masters Edition III (Common);0
Fire and Brimstone;Instant;W;The Dark (Uncommon);0
Fireball;Sorcery;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Darksteel (Uncommon)/Beatdown Box Set (Common)/Duel Decks: Jace vs. Chandra (Uncommon)/Magic 2010 (Uncommon)/Archenemy (Uncommon)/Magic 2011 (Uncommon)/Premium Deck Series: Fire and Lightning (Uncommon)/Masters Edition IV (Uncommon)/Magic 2012 (Uncommon)/Commander 2013 Edition (Uncommon)/Duel Decks Anthology, Jace vs. Chandra (Uncommon)/Iconic Masters (Uncommon)/Commander Legends: Battle for Baldur's Gate (Uncommon);0
Firebreathing;Enchantment — Aura;R;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Ninth Edition (Common)/Mirage (Common)/Tenth Edition (Common)/Magic 2010 (Common)/Magic 2012 (Common);0
Firestorm Phoenix;Creature - Phoenix;R;Legends (Rare)/Masters Edition III (Rare);0
Fishliver Oil;Enchantment — Aura;U;Ninth Edition (Common)/Arabian Nights (Common)/Chronicles (Common);0
Fissure;Instant;R;Fourth Edition (Common)/The Dark (Common)/Masters Edition (Common);0
Flame Spirit;Creature — Elemental Spirit;R;Fifth Edition (Uncommon)/Classic Sixth Edition (Common)/Ice Age (Uncommon)/Starter 2000 (Common)/Masters Edition II (Uncommon);0
Flare;Instant;R;Fifth Edition (Common)/Ice Age (Common)/Mirage (Common);0
Flash Counter;Instant;U;Eighth Edition (Common)/Legends (Common);0
Flash Flood;Instant;U;Legends (Common)/Chronicles (Common)/Masters Edition III (Uncommon);0
Flashfires;Sorcery;R;Limited Edition Alpha (Uncommon)/Limited Edition Beta (Uncommon)/Unlimited Edition (Uncommon)/Revised Edition (Uncommon)/Fourth Edition (Uncommon)/Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/Eighth Edition (Uncommon)/Ninth Edition (Uncommon)/Portal (Uncommon);0
Flight;Enchantment — Aura;U;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Eighth Edition (Common)/Ninth Edition (Common)/Starter 2000 (Common)/Magic 2012 (Common);0
Flood;Enchantment;U;Fourth Edition (Common)/Fifth Edition (Common)/The Dark (Uncommon)/Battle Royale Box Set (Common);0
Flooded Woodlands;Enchantment;U/B;Ice Age (Rare);0
Floodwater Dam;Artifact;C;Alliances (Rare)/Masters Edition IV (Rare);0
Floral Spuzzem;Creature - Elemental;G;Legends (Uncommon);0
Flow of Maggots;Creature — Insect;B;Ice Age (Rare);0
Flying Carpet;Artifact;C;Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Seventh Edition (Rare)/Eighth Edition (Rare)/Arabian Nights (Uncommon)/Masters Edition IV (Common);0
Flying Men;Creature — Human;U;Arabian Nights (Common)/Time Spiral "Timeshifted" (Special);0
Fog;Instant;G;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common)/Classic Sixth Edition (Common)/Seventh Edition (Common)/Mirage (Common)/Beatdown Box Set (Common)/Magic 2010 (Common)/Archenemy (Common)/Magic 2011 (Common)/Masters Edition IV (Common)/Magic 2012 (Common)/Magic 2013 (Common)/Magic 2014 Core Set (Common)/Eternal Masters (Common)/Jumpstart: Historic Horizons (Common);0
Folk of An-Havva;Creature — Human;G;Homelands (Common);0
Folk of the Pines;Creature — Dryad;G;Ice Age (Common)/Masters Edition II (Common);0
Forbidden Lore;Enchantment — Aura;G;Ice Age (Rare)/Masters Edition II (Uncommon);0
Force Spike;Instant;U;Fifth Edition (Common)/Seventh Edition (Common)/Legends (Common)/Masters Edition III (Common)/Duel Decks: Izzet vs. Golgari (Common)/Jumpstart: Historic Horizons (Common);0
Force Void;Instant;U;Ice Age (Uncommon);0
Force of Nature;Creature — Elemental;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Ninth Edition (Rare)/Beatdown Box Set (Rare)/Masters Edition IV (Rare);0
Force of Will;Instant;U;Alliances (Uncommon)/Masters Edition (Rare)/Vintage Masters (Rare)/Eternal Masters (Mythic Rare)/Masterpiece Series: Amonkhet Invocations (Special)/Double Masters (Mythic Rare)/Dominaria Remastered (Mythic Rare);0
Forcefield;Artifact;C;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Masters Edition (Rare);0
Foresight;Sorcery;U;Alliances (Common);0
Forest;Basic Land — Forest;C;Limited Edition Alpha (Land)/Limited Edition Beta (Land)/Unlimited Edition (Land)/Revised Edition (Land)/Fourth Edition (Land)/Fifth Edition (Land)/Classic Sixth Edition (Land)/Seventh Edition (Land)/Eighth Edition (Land)/Ninth Edition (Land)/Ice Age (Land)/Mirage (Land)/Tempest (Land)/Urza's Saga (Land)/Mercadian Masques (Land)/Invasion (Land)/Odyssey (Land)/Onslaught (Land)/Mirrodin (Land)/Champions of Kamigawa (Land)/Ravnica: City of Guilds (Land)/Time Spiral (Land)/Tenth Edition (Land)/Lorwyn (Land)/Shadowmoor (Land)/Shards of Alara (Land)/Starter 1999 (Land)/Starter 2000 (Land)/Battle Royale Box Set (Land)/Beatdown Box Set (Land)/Portal (Land)/Portal Second Age (Land)/Portal Three Kingdoms (Land)/Unglued (Common)/Unhinged (Land)/Duel Decks: Elves vs. Goblins (Land)/Masters Edition (Land)/Magic 2010 (Land)/Planechase (Land)/Masters Edition III (Land)/Zendikar (Land)/Duel Decks: Garruk vs. Liliana (Land)/Premium Deck Series: Slivers (Land)/Duel Decks: Phyrexia vs. the Coalition (Land)/Rise of the Eldrazi (Land)/Archenemy (Land)/Magic 2011 (Land)/Scars of Mirrodin (Land)/Mirrodin Besieged (Land)/Duel Decks: Knights vs. Dragons (Land)/New Phyrexia (Land)/Magic: The Gathering-Commander (Land)/Magic 2012 (Land)/Duel Decks: Ajani vs. Nicol Bolas (Land)/Innistrad (Land)/Avacyn Restored (Land)/Planechase 2012 Edition (Land)/Magic 2013 (Land)/Duel Decks: Izzet vs. Golgari (Land)/Return to Ravnica (Land)/Magic 2014 Core Set (Land)/Duel Decks: Heroes vs. Monsters (Land)/Theros (Land)/Commander 2013 Edition (Land)/Duel Decks: Jace vs. Vraska (Land)/Magic 2015 Core Set (Land)/Khans of Tarkir (Land)/Commander 2014 (Land)/Fate Reforged (Land)/Duel Decks Anthology, Elves vs. Goblins (Land)/Duel Decks Anthology, Garruk vs. Liliana (Land)/Duel Decks: Elspeth vs. Kiora (Land)/Dragons of Tarkir (Land)/Tempest Remastered (Land)/Magic Origins (Land)/Duel Decks: Zendikar vs. Eldrazi (Land)/Battle for Zendikar (Land)/Commander 2015 (Land)/Shadows over Innistrad (Land)/Duel Decks: Nissa vs. Ob Nixilis (Land)/Kaladesh (Land)/Commander 2016 (Land)/Planechase Anthology (Land)/Duel Decks: Mind vs. Might (Land)/Amonkhet (Land)/Commander Anthology (Land)/Archenemy: Nicol Bolas (Land)/Hour of Devastation (Land)/Commander 2017 (Land)/Ixalan (Land)/Unstable (Land)/Rivals of Ixalan (Land)/Duel Decks: Elves vs. Inventors (Land)/Dominaria (Land)/Battlebond (Land)/Commander Anthology 2018 (Land)/Global Series: Jiang Yanggu and Mu Yanling (Land)/Core Set 2019 (Land)/Commander 2018 (Land)/Guilds of Ravnica (Land)/Guild Kit: Golgari (Land)/Guild Kit: Selesnya (Land)/Game Night (Land)/Ravnica Allegiance (Land)/Guild Kit: Gruul (Land)/Guild Kit: Simic (Land)/War of the Spark (Land)/Core Set 2020 (Land)/Commander 2019 (Land)/Throne of Eldraine (Land)/Game Night 2019 (Land)/Theros Beyond Death (Land)/Secret Lair Drop (Rare)/Unsanctioned (Land)/Ikoria: Lair of Behemoths (Land)/Core Set 2021 (Land)/Jumpstart (Land)/Double Masters (Land)/Zendikar Rising (Land)/Commander Legends (Land)/Kaldheim (Land)/Strixhaven: School of Mages (Land)/Modern Horizons 2 (Land)/Adventures in the Forgotten Realms (Land)/Innistrad: Midnight Hunt (Land)/Innistrad: Crimson Vow (Land)/Amonkhet Remastered (Land)/Kaladesh Remastered (Land)/Arena Base Set (Land)/Kamigawa: Neon Dynasty (Land)/Streets of New Capenna (Land)/Commander Legends: Battle for Baldur's Gate (Land)/Alchemy Horizons: Baldur's Gate (Land)/Dominaria United (Land)/Unfinity (Land)/Warhammer 40,000 Commander (Land)/Game Night: Free-For-All (Land)/The Brothers' War (Land)/Jumpstart 2022 (Land)/Dominaria Remastered (Land)/Phyrexia: All Will Be One (Land)/Shadows Over Innistrad Remastered (Land)/March of the Machine (Land)/The Lord of the Rings: Tales of Middle Earth (Land)/Commander Masters (Land)/Wilds of Eldraine (Land)/Doctor Who Commander (Land)/The Lost Caverns of Ixalan (Land)/Jurassic World Collection Cards (Land)/Murders at Karlov Manor (Land)/Ravnica Clue Edition (Land)/Magic The Gathering—Fallout (Land)/Outlaws of Thunder Junction (Land)/Modern Horizons 3 (Land)/Assassin's Creed (Land)/Bloomburrow (Land);0
Forethought Amulet;Artifact;C;Legends (Rare);0
Forget;Sorcery;U;Fifth Edition (Rare)/Classic Sixth Edition (Rare)/Homelands (Rare);0
Forgotten Lore;Sorcery;G;Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Fork;Instant;R;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Masters Edition IV (Rare);0
Formation;Instant;W;Ice Age (Rare);0
Fortified Area;Enchantment;W;Fourth Edition (Common)/Legends (Uncommon);0
Foul Familiar;Creature — Spirit;B;Ice Age (Common)/Masters Edition II (Common);0
Fountain of Youth;Artifact;C;Fifth Edition (Uncommon)/Classic Sixth Edition (Uncommon)/The Dark (Uncommon)/Tenth Edition (Uncommon)/Chronicles (Common);0
Foxfire;Instant;G;Fifth Edition (Common)/Ice Age (Common);0
Frankenstein's Monster;Creature - Zombie;B;The Dark (Rare);0
Freyalise Supplicant;Creature — Human Cleric;G;Ice Age (Uncommon);0
Freyalise's Charm;Enchantment;G;Ice Age (Uncommon);0
Freyalise's Winds;Enchantment;G;Ice Age (Rare)/Masters Edition III (Rare);0
Frost Giant;Creature - Giant;R;Legends (Uncommon)/Masters Edition III (Uncommon);0
Frozen Shade;Creature — Shade;B;Limited Edition Alpha (Common)/Limited Edition Beta (Common)/Unlimited Edition (Common)/Revised Edition (Common)/Fourth Edition (Common)/Fifth Edition (Common);0
Fumarole;Sorcery;B/R;Ice Age (Uncommon)/Masters Edition II (Uncommon);0
Funeral March;Enchantment — Aura;B;Fifth Edition (Common)/Homelands (Common)/Masters Edition II (Common);0
Fungal Bloom;Enchantment;G;Fallen Empires (Rare)/Masters Edition II (Rare);0
Fungusaur;Creature — Fungus Dinosaur;G;Limited Edition Alpha (Rare)/Limited Edition Beta (Rare)/Unlimited Edition (Rare)/Revised Edition (Rare)/Fourth Edition (Rare)/Fifth Edition (Rare)/Eighth Edition (Rare);0
Fylgja;Enchantment — Aura;W;Ice Age (Common);0
Fyndhorn Bow;Artifact;C;Ice Age (Uncommon);0
Fyndhorn Brownie;Creature — Ouphe;G;Classic Sixth Edition (Common)/Ice Age (Common);0
Fyndhorn Druid;Creature — Elf Druid;G;Alliances (Common);0
